Year,GDP.Nominal GDP[1],GDP.nominal GDP growth rate[1],GDP.Real GDP in 2021c$[1],GDP.real GDP growth rate[1],Government.debt to GDP ratio[1],Government.government consumption[1],Finance.total investment[1],Circular Flow.private consumption[1],Employment.Wage Rate[1],Employment.Employed[1],Employment.Unemployed[1],Employment.unemployment rate[1],Employment.share of employment in agriculture[1],Employment.share of employment in industry[1],Employment.share of employment in services[1],Inflation.agriculture percentage of GDP[1],Demographics.nominal GDP per person[1],Demographics.real GDP per person[1],Demographics.Aged 0 years[1],Demographics.Aged 1 to 20 years[1],Demographics.Aged 20 to 40 years[1],Demographics.Aged 40 to 60 years[1],Demographics.Aged 60 to 65 years[1],Demographics.Aged 65 to 75 years[1],Demographics.Aged Over 75 years[1],Demographics.deaths 0 years[1],Demographics.deaths 1 to 20 years[1],Demographics.deaths 20 to 40 years[1],Demographics.deaths 40 to 60 years[1],Demographics.deaths 60 to 65 years[1],Demographics.deaths 65 to 75 years[1],Demographics.deaths Over 75 years[1],Demographics.Population[1],Demographics.fertility[1],Demographics.Births[1],Demographics.total deaths[1],Demographics.female population literacy percentage[1],Land Use.Forest Land[1],Crop.crop production[1],Food Demand.crop demand for food[1],Food Demand.Crops used for Seed or Lost[1],Food Demand.feed production[1],Land Use.Cropland[1],Freshwater.total water withdrawal[1],Animal Products.animal products production[1],Food Demand.animal products demand[1],Freshwater.irrigated cropland[1],Animal Products.aquatic animal product share[1],Land Nutrients.man made fertilizer use[1],Land Nutrients.manure fertilizer use[1],Land Nutrients.fertilizer use[1],fossil energy.Secondary Fossil Energy Output[1],fossil energy coal.Secondary Fossil Energy Output[1],fossil energy oil.Secondary Fossil Energy Output[1],fossil energy gas.Secondary Fossil Energy Output[1],renewable energy.Renewable Energy Output[1],wind and solar energy.Wind and Solar Energy Output[1],hydropower energy.Hydropower Energy Output[1],nuclear energy.Nuclear Energy Output[1],other energy.Other Energy Output[1],bio fuel energy.bio fuel primary energy[1],bio fuel energy.bio fuel secondary energy output[1],energy supply.Total Energy Output[1],renewable energy.Total Renewable Energy Capacity[1],wind and solar energy.Wind and Solar Energy Capacity[1],hydropower energy.Hydropower Energy Capacity[1],other energy.Other Energy Capacity[1],bio fuel energy.bio fuel production[1],nuclear energy.Nuclear Energy Capacity[1],fossil energy.Primary Fossil Energy FUEL[1],fossil energy coal.Primary Fossil Energy FUEL[1],fossil energy oil.Primary Fossil Energy FUEL[1],fossil energy gas.Primary Fossil Energy FUEL[1],energy demand.demand for energy[1],energy investments.Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Coal Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Oil Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Gas Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Gross Investments in Fossil Energy Capital[1],energy investments.Coal Gross Investments in Fossil Energy Capital[1],energy investments.Gross Investments in Fossil Energy Capital oil and gas[1],energy investments.Gross Investments in Renewables[1],energy investments.Investments in Nuclear Capacity[1],energy investments.Gross Investments in Hydropower Energy capacity[1],energy investments.Gross Investments in Solar and Wind Energy Capacity[1],energy investments.Gross Investments in Other Capacity[1],energy investments.Gross Investments in Biofuel Capacity[1],wind and solar energy.Installation Cost of Solar and Wind capacity[1],hydropower energy.Hydropower Installation Costs[1],energy investments.share of GDP invested in fuel extraction[1],energy investments.share of GDP invested in Energy without fuel[1],fossil energy coal.Fossil Fuel Extraction Carbon[1],fossil energy oil.Fossil Fuel Extraction Carbon[1],fossil energy gas.Fossil Fuel Extraction Carbon[1],fossil energy.conversion efficiency of fossil fuels to secondary fossil energy[1],fossil energy coal.conversion efficiency of fossil fuels to secondary fossil energy[1],fossil energy oil.conversion efficiency of fossil fuels to secondary fossil energy[1],fossil energy gas.conversion efficiency of fossil fuels to secondary fossil energy[1],Sea Level.SLR thermosteric[1],Sea Level.SLR from mountain glaciers[1],Sea Level.SLR from Greenland Ice Sheet[1],Sea Level.SLR from Antarctic Ice Sheet[1],Sea Level.SLR from LWS[1],Sea Level.Total global SLR[1],Animal Products Demand.Average Daily Demand Per Capita[1],Ocean.Air sea co2 flux[1],Emissions.land carbon sink[1],Terrestrial Carbon Balance.Terrestrial carbon balance[1],Terrestrial Carbon Balance.deforestation carbon loss[1],Terrestrial Carbon Balance.forest regrowth carbon uptake[1],Concrete.total yearly concrete use[1],Concrete.residential concrete stock in use[1],Concrete.Infrastructure concrete stock in use[1],Concrete.In use concrete stock[1],Concrete.concrete waste generation[1],Concrete.new RS construction[1],Concrete.CO2 emissions[1],Emissions.CO2 emissions from Energy[1],Emissions.CO2 Emissions from Food and Land Use[1],Emissions.N2O Emissions from Food and Land Use[1],Emissions.N2O Emissions from Other[1],Emissions.N2O Emissions from Energy[1],Emissions.CH4 Emissions from Energy[1],Emissions.CH4 Emissions from Food and Land Use[1],Emissions.CH4 Emissions from Other[1],Emissions.SO2 Emissions from Energy[1],Emissions.HFC134a eq Emissions[1],Emissions.Total CH4 Emissions[1],Emissions.Total CO2 Emissions[1],Emissions.Total SO2 Emissions[1],Emissions.Total N2O Emissions[1],Energy Balance Model.Surface Temperature Anomaly[1]
2006,70895.7158535,0.0510669253625,98845.31565,0.0324300021939,0.783298589529,10846.5561531,19089.1718989,40959.9878015,13906.3084924,2558.13003717,163.827964933,0.0601875432341,0.347536425426,0.220651844993,0.43181172958,3.90426958453,10.6499709719,14.8485663725,134.518687582,2378.84399392,2069.96478172,1380.9705668,199.148303968,306.15216402,187.294374351,6.02663206862,4.74311102226,4.56280522579,8.57581080847,3.39398072088,8.27433851442,17.720784983,6656.89287236,2.68801136651,137.239314971,53.2921437556,76.7464044742,4132.71082509,12390.7003315,5330.58659911,951.264629656,1875.46197912,1510.52344234,3952713943380,1122.33365674,1127.03243182,308.520254742,0.0677275812734,92.3734346591,24.3435617162,116.716996375,43993.1576535,14672.9057861,18229.4991628,11090.7527045,3772.5668985,144.193185442,3186.3376492,2823.42680474,321.089630142,0.00113182716693,120.946433715,50589.1513567,969.422284002,81.1670487019,834.089426581,54.1658087187,56.0014350645,384.118803305,0.418621726,0.14059434874,0.170593226756,0.107434150504,50427.0897978,1052949724950,127900572514,651870632080,273178520358,126082978004,56134973375.8,69948004628.2,158870747574,43767891869.1,66986249869.7,55623526176.1,15218073323.4,21042898204.7,2543.09051226,1463.36365121,0.0106524999999,0.0127025580943,3.38112880504,3.14288020914,1.59287784937,0.378325723955,0.375708279197,0.382158546391,0.371638902052,0.0154488293847,0.0059484947807,0.00278838678415,0.00363008116476,0.0040144340238,0.0318302261381,463.844040513,2.62589020555,3.02074987662,1.50773779837,2.00153908154,1.14386219367,13993.6978652,172761.680224,78917.9825163,251679.66274,4297.66211519,5136.42421714,941.665904276,29816.5640588,5569.88622637,8418.71374985,1021.6677015,1835.84508974,141.778573611,135.731473148,65.0703907876,110.843987764,341.71233367,342.580437546,36328.1161894,112.887297764,11276.2265411,0.886680215305
2007,74351.4794494,0.0487090753621,100974.953295,0.0249959509866,0.77748986767,11655.7247736,20094.3881463,42601.3665295,14369.201815,2600.41948933,165.317281109,0.0597733243726,0.34510906398,0.221067841516,0.433823094504,3.88519994771,11.0317671134,14.9819771884,134.6868263,2385.32983282,2095.69512061,1414.57494789,206.465509091,310.468894744,192.540385007,5.82797296209,4.56292311079,4.53495640744,8.63438380736,3.43521947974,8.24068355351,18.0743911515,6739.76151646,2.66332255917,137.313208362,53.3169690011,77.1539225764,4126.49315136,12626.9132718,5420.49020495,971.116801756,1870.61429957,1515.27812342,3977535947310,1160.25212343,1156.32743811,310.309769186,0.0684072515283,93.9646295338,24.4203785096,118.385008043,44758.3957025,14970.3250866,18413.8247174,11374.2458985,3992.56509056,186.394968286,3315.28528458,2825.9555891,341.620503076,0.00139121457273,149.264334618,51576.9163822,1030.51958069,104.922638489,867.967703863,57.6292383401,68.8356092095,384.610397932,0.424360759655,0.143007195065,0.171625602005,0.109727962585,51260.0489702,996965744927,130650682409,608761167603,257553894915,115750014500,31004793311.3,84745221188.5,171165437077,35141279659.7,62343280102.4,70259775436.9,17090779308.6,21471602228.6,2454.58653661,1518.72586976,0.00987339644529,0.0119165438794,3.43901559398,3.16270585332,1.62737689431,0.379701046486,0.376856355283,0.383140611959,0.373170924438,0.0165156499904,0.00652538776498,0.00306500577756,0.00397268350248,0.00423929404703,0.0343180210824,470.049328993,2.68127270017,3.04357221437,1.56128369991,1.96384937863,1.15486756454,14741.737691,177860.242068,83810.4308103,261670.672878,4462.27482543,5323.97813548,996.666269188,30235.2866782,5439.66502185,8526.56821857,1033.11564348,1828.57471962,142.604166668,137.435272641,65.8804226087,108.879186372,358.809687991,345.919861918,36671.6179692,110.922496372,11388.2585817,0.901212261406
2008,77905.6801546,0.0474354035278,102820.067464,0.0205747524428,0.776102796473,12481.7788247,21306.7128442,44117.1884857,14843.150956,2643.59693688,165.879397535,0.0590428171623,0.343519523211,0.221340253947,0.435140222843,3.87288948273,11.4186541912,15.0703619038,134.862784131,2391.73413231,2119.67987202,1448.12284465,215.907852757,314.370278025,197.989675721,5.65582540178,4.40785910493,4.51210659284,8.70115312402,3.51822701031,8.21054054196,18.450634115,6822.66743962,2.6396215152,137.431977747,53.479945766,77.5150392929,4120.62407606,12867.2288798,5509.15913247,990.641987346,1873.26358342,1520.21046998,3997277160730,1197.30202982,1185.19963741,311.647073933,0.0690435927626,95.6267679044,24.4932713834,120.120039288,45440.6962081,15270.1416147,18541.2876458,11629.2669475,4210.27541476,241.342165256,3426.1726849,2812.29091943,365.188898359,0.00164765457407,177.571666246,52463.2625422,1094.60499392,135.852684169,897.147230797,61.6050789494,81.5239493574,382.92071631,0.429263326911,0.145611875693,0.172041171007,0.11161028021,52023.6234529,955712350814,134765058151,574820718481,246126574182,107860810086,18777519756.9,89083290329.5,185250243024,26334931929,58164694588.7,87958661586.8,18741194100.5,20385692748.2,2363.18748281,1566.40962104,0.00929499828569,0.0113528181274,3.5013260184,3.17094084856,1.65562629023,0.381086610697,0.377527653917,0.384300114307,0.375103090255,0.0176066372933,0.0071158399645,0.00334608281718,0.00432437267016,0.00450197617327,0.0368949089184,475.931492048,2.71641372045,3.0702029324,1.62870442795,1.91978108355,1.16597066366,15429.4956205,183124.629605,89090.5138041,272215.143409,4636.11916204,5471.33332116,1047.75168008,30606.7574711,5275.20924831,8633.19907604,1044.98545648,1818.87433293,143.539554326,139.006232269,66.6908188284,106.82474752,378.537006682,349.236605423,36929.7183994,108.86805752,11497.0588654,0.917952572745
2009,81880.4452141,0.049236233307,105014.039688,0.0212212616102,0.77923900349,13298.0359605,22837.0798588,45745.3293949,15336.2582075,2687.46525976,165.289115383,0.0579401846944,0.34108288311,0.221757840627,0.437159276263,3.85429128423,11.8573917764,15.207447973,135.064240965,2398.11067898,2141.66172579,1481.99886149,226.677446708,318.51432733,203.407468483,5.50701683765,4.273785121,4.49214510904,8.77933968719,3.62675985269,8.19671731964,18.8344696716,6905.43474975,2.61686853955,137.572700131,53.7436462272,77.837984472,4115.08509264,13113.79895,5597.02143327,1009.85824231,1887.00839199,1525.14492903,4021978081950,1230.65587613,1213.27277276,313.507998379,0.069641621847,97.2665147599,24.5571666763,121.823681436,46115.6816841,15602.2974969,18640.13608,11873.2481072,4435.46765135,312.995466251,3525.81154231,2785.82903436,391.860554458,0.0018912799246,204.800088334,53336.9783698,1165.68244106,176.186677441,923.391343404,66.1044202136,93.5782361304,379.486642186,0.434068776951,0.148629842912,0.172137206808,0.113301727231,52866.7000972,947848610820,142921151987,561720044866,243207413966,105078930731,14248023998.1,90830906732.9,206419843020,18740052354.2,56572261253.6,110905664249,20547009405,18394908112,2274.81297414,1609.29646224,0.00902592275888,0.0111700160253,3.57311084233,3.17286989604,1.68079371074,0.382465781641,0.377907087085,0.385594859484,0.377255442,0.0187176634427,0.0077215859399,0.0036322080343,0.00468632194741,0.00478828603817,0.0395460654024,481.36505728,2.75098331482,3.09304771122,1.68766687966,1.88574030934,1.17691055496,16013.8953389,188506.53283,94713.3757683,283219.908598,4817.71886816,5566.57958147,1091.64090124,30982.1554521,5135.89763022,8729.82274175,1056.36684279,1809.7494737,144.818579465,140.234114287,67.499860121,104.860791245,398.944869484,352.552553873,37209.6939836,106.904101245,11595.9390582,0.934647051159
2010,86589.6316392,0.053963738729,107991.813856,0.0259528379517,0.784692374155,14107.4740771,24819.8261019,47662.3314603,15859.6708835,2731.63290183,163.752731192,0.0565564494501,0.336788837452,0.222493745889,0.440717416659,3.8223215344,12.3911620527,15.4538602432,135.285754251,2404.53617307,2162.85473925,1514.41512665,238.967106962,322.986258163,208.970273193,5.37075837126,4.15112176313,4.47345424808,8.85319105741,3.75760439686,8.19596793941,19.2316115999,6988.01543154,2.59502517738,137.74897601,54.0723003483,78.1437938211,4109.75076878,13364.6396404,5685.647847,1029.05312423,1910.89050939,1529.93544732,4059045605570,1258.5747907,1240.35729345,316.503875316,0.0702268336766,98.8037290755,24.6094563515,123.413185427,46867.7091488,15999.7200694,18741.7055878,12126.2834916,4678.80616342,407.512629983,3620.46727791,2748.9299789,422.072763106,0.00210208148544,228.753492424,54295.4452912,1248.9668469,229.390850775,948.374965615,71.2010305088,104.008441612,374.664469364,0.439621053906,0.152368898517,0.172222910804,0.115029244585,53884.5309551,967237966933,155252815202,565166381428,246818770303,107673775173,14569187298.1,93104587874.9,235825435440,11549178560,56857263669.6,141248259688,22517675872.3,15202236209.9,2191.28344527,1650.12347188,0.00895658598921,0.0112472653024,3.66182589008,3.17432318244,1.70632951811,0.383793613697,0.378023289598,0.387036530047,0.379508886869,0.0198731362297,0.00834330770554,0.00392366260401,0.00505881779112,0.00508584581807,0.0422847701484,486.295314233,2.76402115925,3.12561318972,1.73473384968,1.87552705939,1.18814508606,16492.7667252,193955.724512,100614.067993,294569.792505,5005.36651139,5615.8804565,1127.95454345,31420.980065,5072.59121075,8810.63095193,1066.70544151,1804.58005362,146.737161105,141.002166204,68.3070771423,103.179769964,423.679504491,356.046404451,37621.5258192,105.223079964,11681.9164471,0.954968074519
2011,92120.3599039,0.0594200011126,111836.914222,0.0320752497432,0.789750228921,14927.9783656,27229.3852651,49962.9962732,16427.0364001,2774.63268648,161.990321353,0.0551621099887,0.330644351521,0.223546776035,0.445808872444,3.77836783127,13.0289912522,15.8175910145,135.556735118,2411.08514068,2183.45606255,1545.45101729,251.000577085,328.941519894,214.922774572,5.23701540167,4.02974252483,4.45206815659,8.91338449774,3.88133174908,8.22516813686,19.6546654028,7070.41382718,2.57405339033,137.991461285,54.4329605663,78.4546365774,4104.43663395,13615.7369875,5776.86290208,1048.60168641,1941.1208274,1534.51576604,4109117437260,1281.25159017,1266.43296133,320.679306512,0.0708301798063,100.1996893,24.6511608732,124.850850173,47711.8621705,16424.7188171,18875.6051827,12411.5381707,4948.58846148,529.268098714,3716.94262487,2705.685297,455.121461124,0.00226071850343,247.256276767,55366.135929,1348.56412813,297.927599096,973.86039025,76.7761387876,111.8576088,368.985763534,0.445926797368,0.15633720299,0.172583808419,0.117005785958,55088.7082393,1003595809010,144016754976,597122008697,262457045333,126647260304,23555306938.3,103091953366,264432235143,10284311232.4,62129914134.4,165839029248,23733031753.1,12730260007.3,2106.46062359,1691.77050242,0.00897374374095,0.011430146873,3.75838106904,3.18038856018,1.7352727682,0.385181390371,0.378214440393,0.388643441426,0.381874597471,0.0210779842046,0.00898489321837,0.00422173967351,0.00544438369008,0.00538197728676,0.0451109780734,490.732145378,2.78431110817,3.16096350767,1.76131031532,1.89293169588,1.19947220488,16907.2781123,199437.611745,106733.842297,306171.454042,5197.5827653,5641.31633409,1159.49243928,31909.8685311,5104.79257025,8875.3601209,1075.9975729,1801.74251092,148.922687237,141.343123172,69.1125123367,101.654900976,450.73491252,359.378322746,38174.1535407,103.698210976,11753.1002047,0.976580351033
2012,98230.9012645,0.0625187546432,116201.010504,0.0360771658952,0.792688034743,15792.7882878,29761.9972541,52676.1157226,17053.1838645,2814.88998147,161.297273254,0.0541959424757,0.323691970013,0.224738261767,0.45156976822,3.73118638982,13.7334381354,16.245798099,135.88607719,2417.90129504,2204.33485696,1574.3233706,261.918647706,337.218231858,221.098465963,5.09925082291,3.90352200385,4.42630480453,8.94998757373,3.97957854398,8.29855305074,20.0850869701,7152.68094532,2.55391545396,138.279379296,54.7795889327,78.783791518,4098.94451538,13862.3034836,5871.84355603,1068.78364443,1969.74108383,1538.93835022,4166269556590,1300.14481188,1291.66918253,325.453475036,0.0714731139588,101.481991474,24.6853999469,126.167391421,48579.3483571,16735.2164979,19080.4289486,12763.7029105,5245.36212235,672.988487167,3823.169553,2671.43440822,488.638760529,0.00237056627279,260.565321659,56496.1448877,1463.18805503,378.828508063,1001.92924978,82.4302971842,117.292743159,364.542779447,0.452046810036,0.158924338669,0.173589566899,0.119532904467,56391.4446061,1047482118730,122323844210,641578249980,283580024536,142011442595,27917752776.9,114093689818,286639815815,24186205134.1,68033569515.6,183915330307,24038992053.1,10651923940,2015.42602257,1737.63925552,0.00901439767334,0.0116892971394,3.82300183615,3.19817047569,1.77227108583,0.386875098337,0.379090955464,0.390369926282,0.384407378727,0.0223255330097,0.0096466363533,0.00452663610714,0.00584299230199,0.00566066024955,0.0480024580216,494.754303346,2.80458752686,3.20039866197,1.7640795563,1.93699797289,1.21090751077,17323.5008457,204944.072482,113044.414019,317988.486501,5393.82112755,5670.88524904,1190.9866953,32348.2947555,5235.95847057,8928.18904623,1084.80674191,1793.96470923,150.090567787,141.380449312,69.916664308,99.8197828014,480.375348128,361.387681407,38775.2399214,101.863092801,11806.9604974,0.99958122946
2013,104378.461358,0.0609953128602,120389.464874,0.0353562398154,0.795948159984,16667.7968793,32034.1240817,55676.5403967,17748.9521129,2847.89775987,166.82849314,0.0553378579474,0.31754283147,0.225792089269,0.456665079261,3.6917150393,14.4271273673,16.6401585234,136.250505099,2425.1410098,2225.00475699,1601.56732501,272.52719747,347.106971695,227.277112382,4.95729379957,3.77353645835,4.39572406503,8.96578706074,4.06207973818,8.40109470088,20.5030223788,7234.87487845,2.53457463756,138.59084775,55.093433416,79.1280420113,4093.13431176,14099.7880623,5970.29790505,1089.60262735,1992.23169047,1543.34200419,4219805043320,1318.15784868,1316.37542734,329.817200351,0.0721541126186,102.725974048,24.7176270723,127.443601121,49427.8124112,16914.4341399,19341.9277286,13171.4505427,5560.20368358,835.459241339,3934.36731851,2654.19219271,521.635307763,0.0024328586251,268.741815971,57642.2082875,1589.60885754,470.284089519,1031.32816007,87.9966079525,120.374893177,362.42836942,0.457653409586,0.160042718891,0.175098078915,0.12251261178,57638.8793791,1071924264100,103656352853,670137804941,298130106308,147832841440,26353011625.6,121479829814,301420061809,37389934471.4,71515516870.1,196171950469,24381358263.2,9351236206.83,1932.82716251,1785.68151231,0.00890380454155,0.0117180873082,3.85197897425,3.2255807794,1.81620733538,0.388809786954,0.380473184444,0.39221862278,0.387039515889,0.0236187454225,0.0103305445726,0.00483910362277,0.00625595106762,0.00593236138897,0.0509767060745,498.489342346,2.82933946442,3.24270299958,1.75544313801,1.99346313125,1.2224170687,17801.3463252,210492.045966,119558.271914,330050.31788,5594.53515063,5725.5199694,1226.87547085,32713.6592115,5420.29331616,8977.67890539,1093.99752101,1780.48990931,150.142759456,141.334712237,70.720100904,97.6508199688,512.371495726,362.197572597,39360.8279985,99.6941299688,11852.1663357,1.02360749373
2014,110409.617326,0.0577456081359,124273.278723,0.0330038778895,0.803461717584,17473.1094486,33919.0243807,59017.4834967,18506.7093429,2879.80981408,172.638498199,0.0565573862478,0.312367686644,0.226678995606,0.46095331775,3.66013659463,15.089378018,16.9840864012,136.622329865,2432.90718025,2245.81503226,1627.22320546,282.610109488,358.677260431,233.187188056,4.81631161423,3.64563291337,4.36350577443,8.96691066249,4.13072113422,8.53511838179,20.889040438,7317.04230581,2.51599629845,138.89461415,55.3800581298,79.4735869053,4087.02058073,14335.5060284,6070.82606946,1110.83942744,2014.3222826,1547.84669491,4266815909930,1339.334782,1340.90315103,333.640485972,0.0728542246987,103.994143244,24.755008793,128.749152037,50231.1033017,16983.1576672,19634.0480423,13613.8975921,5885.98071348,1012.36652106,4045.53167587,2652.17049929,554.108018827,0.00246792777539,273.974497722,58769.2545144,1724.05966067,569.86606175,1060.71904808,93.4745508412,122.110072187,362.377291632,0.462608879651,0.159990706101,0.176861032359,0.125757141191,58809.6620146,1090877587350,89744044230.9,691487929344,309645613778,149612768400,22781370661.6,126831397738,312861736933,49292683868,73734723002.7,205654734634,24892297866.1,8579981430.28,1860.28857717,1833.71065948,0.0087780542894,0.0116922320155,3.85219743782,3.25780092452,1.86414476062,0.390896024353,0.382143245016,0.394150353069,0.389719668143,0.024931915159,0.0110363292614,0.00515917466319,0.00668318653965,0.00620727910054,0.0540178847239,502.075443815,2.86628833542,3.278975268,1.75514658209,2.03139963531,1.23368934645,18364.0475802,216110.208081,126318.824123,342429.032204,5800.85337208,5808.87907599,1269.02843919,33006.1862073,5546.64156003,9034.68240769,1103.66661639,1762.14180788,149.290325892,141.494982988,71.523278409,95.2242344595,543.913410517,362.308587288,39821.8562065,97.2675444595,11900.490832,1.0461178492
2015,116715.606882,0.0562517632884,128387.953582,0.0327590996508,0.81304007462,18266.163725,35528.5004734,62920.9426838,19318.1020415,2918.56552064,170.303966883,0.0551347240701,0.307019824034,0.227595501984,0.465384673981,3.62907457703,15.7741526388,17.3516741325,136.92663073,2441.1224895,2267.43590522,1650.23548293,292.20007474,372.221076426,239.026432373,4.67619329263,3.52161947226,4.33176369232,8.95058241242,4.18707888396,8.70675945025,21.2571887229,7399.16809193,2.49814793977,139.077565916,55.6627507823,79.8169383704,4080.82727372,14579.6810142,6172.62283251,1132.43434674,2042.69533807,1552.43452287,4315088950680,1365.85620853,1365.75964311,337.688144969,0.073568444046,105.272000543,24.8010772711,130.073077814,51031.6229791,16977.3815245,19960.1016973,14094.1397573,6224.63891175,1202.27523625,4156.45887049,2664.41592123,587.077775045,0.00249918002943,278.827029964,59920.6778121,1865.81337577,676.766605544,1090.01042809,99.0363421329,123.656395801,364.231086478,0.46737591523,0.159169786132,0.17890621133,0.129299917768,60019.0719625,1117983571950,80216404256.7,715376845633,322390322056,152185063703,19503368425.3,132681695278,324540608695,60549828199,75836150136.1,214673513867,25749725211.7,8281219480.74,1799.29337992,1881.57719557,0.00870785413078,0.0117072822403,3.83338113306,3.29516773213,1.91646397887,0.393075117348,0.383983512031,0.396109319418,0.392412493388,0.0262233830665,0.011761036751,0.00548600748126,0.0071228541823,0.0064859898955,0.0570792713765,505.706478743,2.92242261523,3.29837552117,1.77482255455,2.03254614374,1.24433157976,18996.2068874,221821.692371,133375.928241,355197.620612,6013.93290175,5909.94872018,1316.47989563,33266.0107803,5541.99505078,9103.92385992,1113.20519067,1741.60064129,147.862147041,142.004226595,72.3260488755,92.7081324475,571.097619547,362.192422511,40124.4857268,94.7514424475,11958.7296919,1.06398898618
2016,123066.927144,0.0539292491772,132536.625612,0.0320675470817,0.825513760977,18999.3406235,36920.3693083,67147.2172125,20189.7757815,2956.23117838,167.900863708,0.0537432033749,0.301896860214,0.228473465642,0.469629674144,3.6008082337,16.4502128363,17.7160164028,137.125522891,2449.49108853,2289.60280014,1672.19858162,300.522445876,387.28664499,244.948288491,4.5348555707,3.40064633913,4.30005605594,8.92402658936,4.2219980664,8.90535391344,21.6212087802,7481.17537254,2.48099840549,139.177632062,55.9403412132,80.1587173703,4074.7279172,14825.3169139,6275.06718328,1154.39641668,2067.83180992,1557.07375111,4362494293760,1394.95930688,1391.57864618,341.677208214,0.0742980331295,106.545859631,24.8507075569,131.396567188,51843.5839049,16954.8954526,20296.718712,14591.9697403,6580.2861159,1409.71656432,4262.61386852,2686.894585,622.902382515,0.00254232441436,285.053300532,61110.7646058,2016.66060549,793.536342802,1118.04453374,105.079728943,125.791127624,367.471439745,0.472181206428,0.15817088433,0.181021736695,0.132988585404,61223.8992554,1116233582160,85735077853.1,707905471456,322593032855,146924334525,22018171797.5,124906162728,354953602928,65538262056.7,72936878230.9,242695524211,28804269794.7,10516930691.1,1749.41754335,1927.38915557,0.00842207636577,0.011594722893,3.80873472002,3.33439248397,1.97128820278,0.395265418269,0.385896708411,0.398052793785,0.395004510392,0.0274916031305,0.012500593457,0.00581836187522,0.00757238372628,0.00677829715869,0.0601612393476,509.618348223,2.96963118661,3.31017138141,1.79680192137,2.02513744427,1.25461738305,19675.7617816,227637.699979,140769.0377,368406.737679,6234.65096923,6017.99269949,1367.67809185,33523.3465117,5503.26432014,9178.58351381,1122.81293897,1721.08742104,146.317727105,142.657481051,73.1276609638,90.2456841184,597.234676944,362.10286912,40394.2889237,92.2889941184,12022.4838738,1.08032499277
2017,129452.18752,0.0516973118427,136831.429444,0.0320585104928,0.841840726674,19625.5833275,38102.1217995,71724.4823935,21123.6558709,2989.75824131,168.670995936,0.0534034430617,0.296778135064,0.229350702884,0.473871162052,3.57401097873,17.1168953043,18.0926201172,137.10738542,2457.71518289,2311.95011383,1693.04349612,308.36120956,404.11411183,250.539563975,4.39162975296,3.28335921117,4.26853638255,8.89000378587,4.24564083672,9.13379110408,21.9549820182,7562.83106362,2.46451798099,138.917449898,56.1969991532,80.4967980419,4068.70639972,15077.1197747,6377.35628998,1176.65091656,2089.36274871,1561.80121953,4410905040610,1424.79700596,1418.73234293,345.772679014,0.0750396710686,107.840668055,24.9006268791,132.741294934,52674.4607496,17022.6976324,20590.8213803,15060.9417369,6972.29494557,1655.60919779,4354.84756284,2711.24464306,665.613973372,0.00262893783805,296.224211562,62358.0003382,2186.70355621,931.950507765,1142.46814175,112.284906698,130.076654746,370.997057925,0.477228762055,0.158035088726,0.182739922431,0.136453750897,62443.2629733,1096398043590,99522253159.7,682530522333,314345268097,140146443797,27943082360.1,112203361437,397291198521,65842292997.6,66983894722.4,285196459764,32181274953.5,12929569081.2,1711.50034325,1967.30101747,0.00801276466994,0.0113974657828,3.80387454748,3.36658535214,2.02300425476,0.397352535673,0.387772816597,0.399888939606,0.397346279573,0.0287750597015,0.0132558619619,0.00615660578677,0.00803268844174,0.00710396216918,0.0633241780611,513.952763608,2.99646002485,3.32670400959,1.81715530647,2.02358544161,1.26498424775,20387.0205509,233561.571282,148526.042706,382087.613988,6463.63161748,6127.08921204,1421.4712778,33819.7261475,5483.23657485,9254.8593186,1132.33874884,1703.53456579,145.463233698,143.322972596,73.9258363033,88.0223842217,627.147459247,362.712042598,40724.4340001,90.0656942217,12090.7326332,1.09910419361
